first_seen,last_seen,image_file,bbox_x1,bbox_y1,bbox_x2,bbox_y2,vehicle_type,avg_color_hex,license_plate
2025-06-01T14:31:59.560650,2025-06-01T14:31:59.560650,car_20250601_143159_560650.jpg,342,141,401,195,Car,#395d74,
2025-06-01T14:31:59.560650,2025-06-01T14:31:59.560650,car_20250601_143159_560650.jpg,242,346,311,410,Car,#86a8b7,
2025-06-01T14:31:59.745522,2025-06-01T14:31:59.745522,car_20250601_143159_745522.jpg,109,360,274,413,Car,#356ba4,
2025-06-01T14:31:59.745522,2025-06-01T14:31:59.745522,car_20250601_143159_745522.jpg,299,350,362,405,Car,#87aabb,
2025-06-01T14:31:59.745522,2025-06-01T14:31:59.841293,car_20250601_143159_745522.jpg,37,365,275,459,Car,#245392,
2025-06-01T14:31:59.745522,2025-06-01T14:31:59.943938,car_20250601_143159_745522.jpg,414,332,536,393,Car,#7a98a4,
2025-06-01T14:31:59.943938,2025-06-01T14:31:59.943938,car_20250601_143159_943938.jpg,610,177,639,214,Car,#556c7c,
2025-06-01T14:32:00.216252,2025-06-01T14:32:00.216252,car_20250601_143200_216252.jpg,147,300,343,398,Car,#2a4776,
2025-06-01T14:39:18.751639,2025-06-01T14:39:21.280496,car_20250601_143918_751639.jpg,257,469,316,479,Car,#ddf0f3,
2025-06-01T14:39:18.751639,2025-06-01T14:39:21.280496,car_20250601_143918_751639.jpg,420,468,488,479,Car,#8fcee7,
2025-06-01T14:39:28.462999,2025-06-01T14:39:28.704629,car_20250601_143928_462999.jpg,87,244,477,433,Car,#3e6384,
2025-06-01T14:39:31.132082,2025-06-01T14:39:31.132082,car_20250601_143931_132082.jpg,309,366,416,413,Car,#273759,
2025-06-01T14:39:31.132082,2025-06-01T14:39:31.132082,car_20250601_143931_132082.jpg,141,355,241,399,Car,#624144,
2025-06-01T14:39:31.132082,2025-06-01T14:39:31.132082,car_20250601_143931_132082.jpg,0,355,66,393,Car,#41566f,
2025-06-01T14:39:31.235312,2025-06-01T14:39:31.235312,car_20250601_143931_235312.jpg,293,349,396,397,Car,#2a3959,
2025-06-01T14:39:31.235312,2025-06-01T14:39:31.235312,car_20250601_143931_235312.jpg,128,339,225,384,Car,#5f4043,
2025-06-01T14:39:31.235312,2025-06-01T14:39:31.235312,car_20250601_143931_235312.jpg,0,337,54,376,Car,#42566b,
2025-06-01T14:39:31.310783,2025-06-01T14:39:31.310783,car_20250601_143931_310783.jpg,0,318,25,342,Car,#3d5062,
2025-06-01T14:39:31.447188,2025-06-01T14:39:31.447188,car_20250601_143931_447188.jpg,0,303,19,324,Car,#3c4f57,
2025-06-01T14:39:31.310783,2025-06-01T14:39:31.537315,car_20250601_143931_310783.jpg,221,328,303,364,Car,#253452,
2025-06-01T14:39:31.310783,2025-06-01T14:39:31.537315,car_20250601_143931_310783.jpg,84,310,163,346,Car,#5e3935,
2025-06-01T14:39:31.372573,2025-06-01T14:39:31.537315,car_20250601_143931_372573.jpg,0,308,22,332,Car,#415053,
2025-06-01T14:39:31.613910,2025-06-01T14:39:31.704978,car_20250601_143931_613910.jpg,230,364,309,398,Car,#34476b,
2025-06-01T14:39:31.613910,2025-06-01T14:39:31.704978,car_20250601_143931_613910.jpg,0,334,39,362,Car,#576b79,
2025-06-01T14:39:31.613910,2025-06-01T14:39:31.704978,car_20250601_143931_613910.jpg,98,344,174,378,Car,#764c47,
2025-06-01T14:39:31.132082,2025-06-01T14:39:32.264527,car_20250601_143931_132082.jpg,8,92,324,261,Car,#40668e,
2025-06-01T14:39:31.795732,2025-06-01T14:39:32.356448,car_20250601_143931_795732.jpg,224,402,303,436,Car,#344974,
2025-06-01T14:39:31.795732,2025-06-01T14:39:32.356448,car_20250601_143931_795732.jpg,0,368,35,396,Car,#556d85,
2025-06-01T14:39:18.463900,2025-06-01T14:39:32.447550,car_20250601_143918_463900.jpg,15,104,329,275,Car,#91c2cb,
2025-06-01T14:39:31.795732,2025-06-01T14:39:32.447550,car_20250601_143931_795732.jpg,99,390,174,424,Car,#754e52,
2025-06-01T14:39:32.447550,2025-06-01T14:39:32.447550,car_20250601_143932_447550.jpg,228,412,308,446,Car,#2f4876,
2025-06-01T14:39:32.447550,2025-06-01T14:39:32.447550,car_20250601_143932_447550.jpg,0,376,41,406,Car,#526e8a,
2025-06-01T14:39:39.264190,2025-06-01T14:39:39.441974,car_20250601_143939_264190.jpg,65,2,374,157,Car,#f3fbfc,
2025-06-01T14:39:39.644794,2025-06-01T14:39:39.644794,car_20250601_143939_644794.jpg,379,334,463,373,Car,#90afcd,
2025-06-01T14:39:39.644794,2025-06-01T14:39:39.644794,car_20250601_143939_644794.jpg,144,326,205,354,Car,#b6d2d5,
2025-06-01T14:39:39.644794,2025-06-01T14:39:39.644794,car_20250601_143939_644794.jpg,254,328,330,361,Car,#e1a898,
2025-06-01T14:39:40.006395,2025-06-01T14:39:40.113580,car_20250601_143940_006395.jpg,122,194,418,350,Car,#507a98,
2025-06-01T14:39:40.203360,2025-06-01T14:39:40.385586,car_20250601_143940_203360.jpg,64,462,125,479,Car,#5d7987,
2025-06-01T14:39:39.644794,2025-06-01T14:39:46.022101,car_20250601_143939_644794.jpg,112,179,411,329,Car,#b1d5d2,
2025-06-01T14:39:46.112036,2025-06-01T14:39:46.204920,car_20250601_143946_112036.jpg,112,84,415,240,Car,#436482,
2025-06-01T14:39:46.204920,2025-06-01T14:39:46.204920,car_20250601_143946_204920.jpg,340,387,423,428,Car,#2d446f,
2025-06-01T14:39:46.204920,2025-06-01T14:39:46.204920,car_20250601_143946_204920.jpg,75,364,140,402,Car,#536e8a,
2025-06-01T14:39:46.279417,2025-06-01T14:39:46.279417,car_20250601_143946_279417.jpg,89,312,158,351,Car,#55708c,
2025-06-01T14:39:46.279417,2025-06-01T14:39:46.385849,car_20250601_143946_279417.jpg,227,306,312,350,Car,#76565b,
2025-06-01T14:39:46.385849,2025-06-01T14:39:46.385849,car_20250601_143946_385849.jpg,370,320,459,365,Car,#334970,
2025-06-01T14:39:46.385849,2025-06-01T14:39:46.385849,car_20250601_143946_385849.jpg,96,302,166,338,Car,#516d89,
2025-06-01T14:39:46.475769,2025-06-01T14:39:48.188826,car_20250601_143946_475769.jpg,118,291,193,327,Car,#516c81,
2025-06-01T14:39:46.475769,2025-06-01T14:39:48.264133,car_20250601_143946_475769.jpg,249,276,343,323,Car,#7b4b44,
2025-06-01T14:39:48.264133,2025-06-01T14:39:48.264133,car_20250601_143948_264133.jpg,102,280,182,320,Car,#566d7a,
2025-06-01T14:39:46.475769,2025-06-01T14:39:48.356429,car_20250601_143946_475769.jpg,399,272,498,324,Car,#2f4366,
2025-06-01T14:39:48.356429,2025-06-01T14:39:48.356429,car_20250601_143948_356429.jpg,84,269,167,309,Car,#556d7a,
2025-06-01T14:39:48.356429,2025-06-01T14:39:48.356429,car_20250601_143948_356429.jpg,235,265,332,311,Car,#845144,
2025-06-01T14:39:48.445340,2025-06-01T14:39:48.445340,car_20250601_143948_445340.jpg,191,233,292,283,Car,#7f4b3e,
2025-06-01T14:39:48.445340,2025-06-01T14:39:48.445340,car_20250601_143948_445340.jpg,23,237,110,278,Car,#506b7a,
2025-06-01T14:39:48.445340,2025-06-01T14:39:48.718697,car_20250601_143948_445340.jpg,358,260,457,313,Car,#2e4260,
2025-06-01T14:39:48.445340,2025-06-01T14:39:48.718697,car_20250601_143948_445340.jpg,40,0,427,67,Car,#162b48,
2025-06-01T14:39:48.551777,2025-06-01T14:39:48.718697,car_20250601_143948_551777.jpg,182,252,283,303,Car,#7d4a3e,
2025-06-01T14:39:48.551777,2025-06-01T14:39:48.718697,car_20250601_143948_551777.jpg,13,258,99,299,Car,#516b7b,
2025-06-01T14:39:48.901526,2025-06-01T14:39:49.249415,car_20250601_143948_901526.jpg,23,297,106,337,Car,#4e697a,
2025-06-01T14:39:54.008638,2025-06-01T14:39:54.234020,car_20250601_143954_008638.jpg,65,327,129,359,Car,#506b7f,
2025-06-01T14:39:53.567354,2025-06-01T14:39:54.672706,car_20250601_143953_567354.jpg,205,320,281,360,Car,#7e4d42,
2025-06-01T14:39:48.779921,2025-06-01T14:39:54.946004,car_20250601_143948_779921.jpg,220,311,297,349,Car,#7d4b40,
2025-06-01T14:39:53.749532,2025-06-01T14:39:54.946004,car_20250601_143953_749532.jpg,353,318,431,360,Car,#304362,
2025-06-01T14:39:48.779921,2025-06-01T14:39:55.082309,car_20250601_143948_779921.jpg,111,324,178,358,Car,#4f6a7c,
2025-06-01T14:39:55.142944,2025-06-01T14:39:55.142944,car_20250601_143955_142944.jpg,80,322,162,359,Car,#526979,
2025-06-01T14:39:53.567354,2025-06-01T14:39:55.209966,car_20250601_143953_567354.jpg,64,330,146,372,Car,#506b7c,
2025-06-01T14:39:48.779921,2025-06-01T14:39:55.279557,car_20250601_143948_779921.jpg,370,348,461,398,Car,#2e4161,
2025-06-01T14:39:55.021787,2025-06-01T14:39:55.279557,car_20250601_143955_021787.jpg,213,339,304,387,Car,#7d4d46,
2025-06-01T14:39:55.279557,2025-06-01T14:39:55.279557,car_20250601_143955_279557.jpg,60,345,138,384,Car,#4d697c,
2025-06-01T14:39:55.340039,2025-06-01T14:39:55.400450,car_20250601_143955_340039.jpg,406,364,502,417,Car,#2a3b57,
2025-06-01T14:39:55.340039,2025-06-01T14:39:55.400450,car_20250601_143955_340039.jpg,242,358,338,408,Car,#794a41,
2025-06-01T14:39:55.340039,2025-06-01T14:39:55.400450,car_20250601_143955_340039.jpg,83,367,167,408,Car,#4e6878,
2025-06-01T14:39:55.475707,2025-06-01T14:40:00.824347,car_20250601_143955_475707.jpg,455,322,550,376,Car,#273954,
2025-06-01T14:39:55.475707,2025-06-01T14:40:00.824347,car_20250601_143955_475707.jpg,290,317,384,370,Car,#72453d,
2025-06-01T14:39:55.475707,2025-06-01T14:40:00.824347,car_20250601_143955_475707.jpg,133,328,214,371,Car,#4c6779,
2025-06-01T14:40:01.081939,2025-06-01T14:40:01.187429,car_20250601_144001_081939.jpg,279,113,627,273,Car,#334e64,
2025-06-01T14:40:01.081939,2025-06-01T14:40:01.187429,car_20250601_144001_081939.jpg,609,433,639,477,Car,#2d446b,
2025-06-01T14:40:01.081939,2025-06-01T14:40:01.187429,car_20250601_144001_081939.jpg,290,459,366,479,Car,#6c7c75,
2025-06-01T14:40:01.081939,2025-06-01T14:40:01.187429,car_20250601_144001_081939.jpg,0,228,52,283,Car,#435e72,
2025-06-01T14:40:01.081939,2025-06-01T14:40:01.187429,car_20250601_144001_081939.jpg,0,139,54,189,Car,#3c5465,
2025-06-01T14:40:01.187429,2025-06-01T14:40:01.187429,car_20250601_144001_187429.jpg,0,443,48,479,Car,#477799,
2025-06-01T14:40:01.081939,2025-06-01T14:40:01.384963,car_20250601_144001_081939.jpg,426,410,521,463,Car,#755550,
2025-06-01T14:40:01.248651,2025-06-01T14:40:01.384963,car_20250601_144001_248651.jpg,276,439,352,478,Car,#4c6a81,
2025-06-01T14:40:01.248651,2025-06-01T14:40:01.384963,car_20250601_144001_248651.jpg,595,400,639,454,Car,#33496b,
2025-06-01T14:40:00.945486,2025-06-01T14:40:01.445483,car_20250601_144000_945486.jpg,198,405,299,452,Car,#536571,
2025-06-01T14:40:01.445483,2025-06-01T14:40:01.445483,car_20250601_144001_445483.jpg,347,382,470,447,Car,#665251,
2025-06-01T14:40:01.521338,2025-06-01T14:40:01.521338,car_20250601_144001_521338.jpg,105,371,259,452,Car,#616b70,
2025-06-01T14:40:01.521338,2025-06-01T14:40:01.521338,car_20250601_144001_521338.jpg,290,353,421,420,Car,#705c5a,
2025-06-01T14:40:01.581940,2025-06-01T14:40:01.581940,car_20250601_144001_581940.jpg,41,328,202,416,Car,#6a7275,
2025-06-01T14:40:01.581940,2025-06-01T14:40:01.581940,car_20250601_144001_581940.jpg,237,319,367,387,Car,#745e5a,
2025-06-01T14:40:01.658018,2025-06-01T14:40:01.658018,car_20250601_144001_658018.jpg,372,249,472,303,Car,#2d3e59,
2025-06-01T14:40:01.763790,2025-06-01T14:40:01.763790,car_20250601_144001_763790.jpg,8,240,105,290,Car,#576e7b,
2025-06-01T14:40:01.658018,2025-06-01T14:40:01.914682,car_20250601_144001_658018.jpg,214,254,319,308,Car,#79493c,
2025-06-01T14:40:01.658018,2025-06-01T14:40:01.914682,car_20250601_144001_658018.jpg,43,246,139,293,Car,#526c7b,
2025-06-01T14:40:01.658018,2025-06-01T14:40:02.838820,car_20250601_144001_658018.jpg,130,0,497,92,Car,#14273e,
2025-06-01T14:40:10.444296,2025-06-01T14:40:11.868528,car_20250601_144010_444296.jpg,465,283,562,337,Car,#293c59,
2025-06-01T14:40:10.444296,2025-06-01T14:40:11.868528,car_20250601_144010_444296.jpg,296,291,392,342,Car,#7a4c42,
2025-06-01T14:40:10.444296,2025-06-01T14:40:11.868528,car_20250601_144010_444296.jpg,137,315,218,355,Car,#4a6677,
2025-06-01T14:40:01.763790,2025-06-01T14:40:15.520021,car_20250601_144001_763790.jpg,467,263,565,317,Car,#30405a,
2025-06-01T14:40:02.008035,2025-06-01T14:40:15.520021,car_20250601_144002_008035.jpg,297,266,394,317,Car,#78453b,
2025-06-01T14:40:02.008035,2025-06-01T14:40:15.520021,car_20250601_144002_008035.jpg,137,286,219,327,Car,#4d6a7c,
2025-06-01T14:39:46.279417,2025-06-01T14:40:15.611877,car_20250601_143946_279417.jpg,128,0,502,71,Car,#3e5e7c,
2025-06-01T14:40:15.611877,2025-06-01T14:40:15.700791,car_20250601_144015_611877.jpg,448,243,550,298,Car,#2b3e5b,
2025-06-01T14:40:15.611877,2025-06-01T14:40:15.700791,car_20250601_144015_611877.jpg,102,237,191,280,Car,#566e7d,
2025-06-01T14:40:15.611877,2025-06-01T14:40:15.700791,car_20250601_144015_611877.jpg,272,233,374,287,Car,#7d4d42,
2025-06-01T14:40:15.898951,2025-06-01T14:40:16.262210,car_20250601_144015_898951.jpg,272,466,351,479,Car,#30435f,
2025-06-01T14:40:16.337877,2025-06-01T14:40:17.436013,car_20250601_144016_337877.jpg,318,445,442,479,Car,#3b527c,
2025-06-01T14:40:15.898951,2025-06-01T14:40:17.504995,car_20250601_144015_898951.jpg,105,452,225,479,Car,#745045,
2025-06-01T14:40:21.701570,2025-06-01T14:40:21.762168,car_20250601_144021_701570.jpg,490,0,639,184,Car,#3a433b,
2025-06-01T14:40:25.034150,2025-06-01T14:40:25.610498,car_20250601_144025_034150.jpg,499,0,639,175,Car,#313833,
2025-06-01T14:40:15.777290,2025-06-01T14:40:26.171046,car_20250601_144015_777290.jpg,0,0,544,270,Car,#325274,
2025-06-01T14:47:12.616818,2025-06-01T14:47:14.685107,car_20250601_144712_616818.jpg,458,416,557,469,Car,#476da0,
2025-06-01T14:47:12.722411,2025-06-01T14:47:14.685107,car_20250601_144712_722411.jpg,297,423,386,470,Car,#7c869d,
